scenario,adapter_mode,render_frame,late_update_sequence,sample_index_in_frame,input_event_seq,input_control,input_phase,draw_pressed_latched,draw_released_latched,confirm_latched,cancel_latched,session_state_before,session_state_after,sample_phase,event_order,mapping_source,mouse_screen_x,mouse_screen_y,ray_origin_x,ray_origin_y,ray_origin_z,ray_direction_x,ray_direction_y,ray_direction_z,ray_intersection_t,hand_x,hand_y,hand_z,marker_local_x,marker_local_y,marker_local_z,plane_origin_x,plane_origin_y,plane_origin_z,plane_normal_x,plane_normal_y,plane_normal_z,raw_candidate_x,raw_candidate_y,raw_candidate_z,independent_expected_x,independent_expected_y,independent_expected_z,mapping_error,candidate_valid,candidate_invalid_reason,accepted_appended,appended_point_count,accepted_count_before,accepted_count_after,length_before,length_after,available_before,available_after,drawing_before,drawing_after,pending_before,pending_after,backend_instance_id,backend_profile_hash,adapter_config_hash,depth_drift,mouse_influence_detected,remote_point_detected,atomic_unchanged,result
A07,Aim,72,66,1,66,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,73,67,1,67,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,74,68,1,68,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,75,69,1,69,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,76,70,1,70,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,77,71,1,71,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,78,72,1,72,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,79,73,1,73,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,80,74,1,74,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,81,75,1,75,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,82,76,1,76,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,83,77,1,77,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,84,78,1,78,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,85,79,1,79,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,86,80,1,80,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,87,81,1,81,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,88,82,1,82,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,89,83,1,83,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,90,84,1,84,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,91,85,1,85,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,92,86,1,86,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,93,87,1,87,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,94,88,1,88,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,95,89,1,89,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,96,90,1,90,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,97,91,1,91,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,98,92,1,92,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,99,93,1,93,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,100,94,1,94,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,101,95,1,95,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,102,96,1,96,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,103,97,1,97,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
A07,Aim,104,98,1,98,LMB,HELD,False,False,False,False,Drawing,Drawing,LATE_UPDATE,CANDIDATE,MOUSE_RAY,960.000000000,540.000000000,0.061681580,2.484718000,-5.922576000,0.615812300,-0.152566000,0.772980500,2.005274000,0.150000000,0.900000000,-4.000000000,0.350000000,0.800000000,0.000000000,0.150000000,1.399346000,-4.000000000,0.309017000,0.000000000,0.951056500,1.296554000,2.178782000,-4.372538000,1.296554000,2.178782000,-4.372538000,0.000000000,False,ReachInvalid,False,0,26,26,2.000000000,2.000000000,3.000000000,3.000000000,2.000000000,2.000000000,0.000000000,0.000000000,Du03AStrokeSession,reach=1.25|spacing=0.08|dedupe=0.02|min=0.20|ink=5.00,source=MOUSE_RAY|phase=LATE_UPDATE|assist=NONE,0.000000000,False,False,True,PASS
