scenario,time_s,com_mps,max_linear_mps,max_angular_radps,pelvis_y,head_y,settled
D_bodycheck_earth_comic,7.300,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.400,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.500,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.600,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.700,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.800,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,7.900,0.0000,0.0000,0.0000,0.1176,0.2538,1
D_bodycheck_earth_comic,8.000,0.0000,0.0000,0.0000,0.1176,0.2538,1
E_bodycheck_mars_wizard,0.000,0.0000,0.0000,0.0000,0.1950,0.8775,0
E_bodycheck_mars_wizard,0.100,3.6157,4.1618,3.2840,0.3650,1.0352,0
E_bodycheck_mars_wizard,0.200,3.4779,3.9415,3.9139,0.5249,1.1477,0
E_bodycheck_mars_wizard,0.300,3.3757,3.7523,4.1260,0.6764,1.2169,0
E_bodycheck_mars_wizard,0.400,3.3123,3.6588,2.6906,0.7575,1.2511,0
E_bodycheck_mars_wizard,0.500,3.2901,3.6698,2.7633,0.7553,1.2546,0
E_bodycheck_mars_wizard,0.600,3.3097,3.6787,2.5499,0.7171,1.2199,0
E_bodycheck_mars_wizard,0.700,3.3706,3.7304,2.3388,0.6429,1.1491,0
E_bodycheck_mars_wizard,0.800,3.4705,3.8382,2.8141,0.5350,1.0422,0
E_bodycheck_mars_wizard,0.900,3.6062,3.9850,3.7439,0.3910,0.8987,0
E_bodycheck_mars_wizard,1.000,3.7738,4.1599,4.4631,0.2091,0.7194,0
E_bodycheck_mars_wizard,1.100,3.5892,4.4223,7.9894,0.0736,0.4961,0
E_bodycheck_mars_wizard,1.200,2.6227,5.3239,9.2696,0.1311,0.1266,0
E_bodycheck_mars_wizard,1.300,1.2438,2.5061,10.4402,0.1427,0.1777,0
E_bodycheck_mars_wizard,1.400,0.9755,1.4328,6.5688,0.1065,0.2734,0
E_bodycheck_mars_wizard,1.500,0.7788,1.3717,6.0207,0.0994,0.3357,0
E_bodycheck_mars_wizard,1.600,0.4794,1.2886,4.0458,0.0964,0.3598,0
E_bodycheck_mars_wizard,1.700,0.2188,1.2077,3.5341,0.1002,0.3541,0
E_bodycheck_mars_wizard,1.800,0.0540,0.2078,2.5918,0.1011,0.3381,0
E_bodycheck_mars_wizard,1.900,0.0108,0.1035,1.2730,0.1011,0.3363,0
E_bodycheck_mars_wizard,2.000,0.0094,0.0307,0.7808,0.1012,0.3363,0
E_bodycheck_mars_wizard,2.100,0.0010,0.0136,0.2529,0.1012,0.3362,0
E_bodycheck_mars_wizard,2.200,0.0108,0.0401,0.2936,0.1013,0.3362,0
E_bodycheck_mars_wizard,2.300,0.0113,0.0378,0.3657,0.1012,0.3361,0
E_bodycheck_mars_wizard,2.400,0.0023,0.0318,0.2083,0.1011,0.3360,0
E_bodycheck_mars_wizard,2.500,0.0176,0.0342,0.2164,0.1013,0.3362,0
E_bodycheck_mars_wizard,2.600,0.0219,0.0481,0.3443,0.1013,0.3361,0
E_bodycheck_mars_wizard,2.700,0.0169,0.0560,0.5277,0.1015,0.3357,0
E_bodycheck_mars_wizard,2.800,0.0077,0.0523,0.7736,0.1015,0.3355,0
E_bodycheck_mars_wizard,2.900,0.0007,0.0452,0.7579,0.1015,0.3355,0
E_bodycheck_mars_wizard,3.000,0.0062,0.0295,0.4113,0.1015,0.3355,0
E_bodycheck_mars_wizard,3.100,0.0055,0.0508,1.3003,0.1014,0.3358,0
E_bodycheck_mars_wizard,3.200,0.0016,0.0235,0.2123,0.1013,0.3361,0
E_bodycheck_mars_wizard,3.300,0.0007,0.0132,0.1562,0.1013,0.3362,0
E_bodycheck_mars_wizard,3.400,0.0006,0.0143,0.1803,0.1013,0.3361,0
E_bodycheck_mars_wizard,3.500,0.0029,0.0238,0.3175,0.1013,0.3360,0
E_bodycheck_mars_wizard,3.600,0.0048,0.0241,0.5202,0.1014,0.3359,0
E_bodycheck_mars_wizard,3.700,0.0046,0.0211,0.4359,0.1015,0.3357,0
E_bodycheck_mars_wizard,3.800,0.0014,0.0477,1.0395,0.1015,0.3356,0
E_bodycheck_mars_wizard,3.900,0.0047,0.0670,2.1633,0.1015,0.3354,0
E_bodycheck_mars_wizard,4.000,0.0062,0.0607,2.1098,0.1015,0.3354,0
E_bodycheck_mars_wizard,4.100,0.0065,0.0519,1.0333,0.1015,0.3355,0
E_bodycheck_mars_wizard,4.200,0.0042,0.0457,0.9018,0.1015,0.3356,0
E_bodycheck_mars_wizard,4.300,0.0009,0.0332,0.6229,0.1015,0.3357,0
E_bodycheck_mars_wizard,4.400,0.0037,0.0284,0.5183,0.1015,0.3356,0
E_bodycheck_mars_wizard,4.500,0.0027,0.0439,0.8559,0.1015,0.3354,0
E_bodycheck_mars_wizard,4.600,0.0013,0.0666,1.3435,0.1015,0.3354,0
E_bodycheck_mars_wizard,4.700,0.0012,0.0601,1.1978,0.1015,0.3355,0
E_bodycheck_mars_wizard,4.800,0.0013,0.0526,1.0647,0.1015,0.3355,0
E_bodycheck_mars_wizard,4.900,0.0007,0.0470,0.9053,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.000,0.0013,0.0452,0.8643,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.100,0.0016,0.0486,0.9577,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.200,0.0015,0.0501,1.0036,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.300,0.0019,0.0493,0.9779,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.400,0.0032,0.0506,1.0032,0.1015,0.3355,0
E_bodycheck_mars_wizard,5.500,0.0045,0.0547,1.1017,0.1015,0.3354,0
E_bodycheck_mars_wizard,5.600,0.0049,0.0583,1.1698,0.1015,0.3354,0
E_bodycheck_mars_wizard,5.700,0.0037,0.0560,1.1242,0.1015,0.3355,0
E_bodycheck_mars_wizard,5.800,0.0010,0.0465,0.9105,0.1015,0.3356,0
E_bodycheck_mars_wizard,5.900,0.0029,0.0484,0.9454,0.1015,0.3355,0
E_bodycheck_mars_wizard,6.000,0.0025,0.0525,1.7882,0.1015,0.3353,0
E_bodycheck_mars_wizard,6.100,0.0011,0.0662,1.9895,0.1015,0.3353,0
E_bodycheck_mars_wizard,6.200,0.0007,0.0554,1.1011,0.1015,0.3354,0
E_bodycheck_mars_wizard,6.300,0.0011,0.0454,0.9245,0.1015,0.3355,0
E_bodycheck_mars_wizard,6.400,0.0009,0.0420,0.8234,0.1015,0.3355,0
E_bodycheck_mars_wizard,6.500,0.0015,0.0414,0.8187,0.1015,0.3355,0
E_bodycheck_mars_wizard,6.600,0.0015,0.0484,0.9700,0.1015,0.3354,0
E_bodycheck_mars_wizard,6.700,0.0014,0.0489,0.9933,0.1015,0.3354,0
E_bodycheck_mars_wizard,6.800,0.0022,0.0472,0.9685,0.1015,0.3354,0
E_bodycheck_mars_wizard,6.900,0.0036,0.0498,1.0170,0.1015,0.3354,0
E_bodycheck_mars_wizard,7.000,0.0047,0.0554,1.1164,0.1015,0.3354,0
E_bodycheck_mars_wizard,7.100,0.0028,0.0538,1.0676,0.1015,0.3354,0
E_bodycheck_mars_wizard,7.200,0.0011,0.0465,0.9225,0.1015,0.3355,0
E_bodycheck_mars_wizard,7.300,0.0025,0.0510,1.0038,0.1015,0.3354,0
E_bodycheck_mars_wizard,7.400,0.0017,0.0619,1.2478,0.1015,0.3353,0
E_bodycheck_mars_wizard,7.500,0.0010,0.0633,1.3103,0.1015,0.3353,0
E_bodycheck_mars_wizard,7.600,0.0013,0.0610,1.2211,0.1015,0.3354,0
E_bodycheck_mars_wizard,7.700,0.0015,0.0513,1.0449,0.1015,0.3355,0
E_bodycheck_mars_wizard,7.800,0.0017,0.0420,0.8272,0.1015,0.3355,0
E_bodycheck_mars_wizard,7.900,0.0017,0.0366,0.7004,0.1015,0.3355,0
E_bodycheck_mars_wizard,8.000,0.0016,0.0398,0.7865,0.1015,0.3355,0
